participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.age,participant.gender,participant.region,participant.treat,participant.employed,participant.high_school,participant.university,participant.not_student,participant.sharing_inn,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,session.age18to24,session.age25to34,session.age35to44,session.age45to54,session.age55to64,session.age65to99,session.male,session.female,session.northeast,session.midwest,session.south,session.west,initial.1.player.id_in_group,initial.1.player.role,initial.1.player.payoff,initial.1.player.id_cint,initial.1.player.age,initial.1.player.gender,initial.1.player.nationality,initial.1.player.region,initial.1.player.highest_education,initial.1.player.current_employment,initial.1.player.quota_full,initial.1.player.job_title,initial.1.player.job_tasks,initial.1.player.industry_category,initial.1.player.eligible_to_vote,initial.1.player.voting_intention,initial.1.player.closeness_to_party,initial.1.player.political_views_scale,initial.1.player.iintrsts,initial.1.player.charm,initial.1.player.iprotect,initial.1.player.iprivacy,initial.1.player.cprotect,initial.1.player.climchoi,initial.1.player.hequal,initial.1.player.ewealth,initial.1.player.eradeq,initial.1.player.ediscrim,initial.1.player.hrevdis2,initial.1.player.hfeminin,initial.1.group.id_in_subsession,initial.1.subsession.round_number,beliefs.1.player.id_in_group,beliefs.1.player.role,beliefs.1.player.payoff,beliefs.1.player.robots_per_1000_workers,beliefs.1.player.confidence_robots,beliefs.1.player.rank1_robots,beliefs.1.player.rank2_robots,beliefs.1.player.rank3_robots,beliefs.1.player.country_more_robots,beliefs.1.player.sector_more_robots,beliefs.1.player.sector_more_robots_in_country,beliefs.1.player.job_impact_robots_order,beliefs.1.player.job_impact_robots_sign,beliefs.1.player.job_impact_robots,beliefs.1.player.job_impact_robots_overall,beliefs.1.player.confidence_job_impact,beliefs.1.player.ai_what_is,beliefs.1.player.ai_job_impact_future_order,beliefs.1.player.ai_job_impact_future_sign,beliefs.1.player.ai_job_impact_future,beliefs.1.player.confidence_ai_future,beliefs.1.player.low_skill_ai_impact_order,beliefs.1.player.low_skill_ai_impact_sign,beliefs.1.player.low_skill_ai_impact,beliefs.1.player.high_skill_ai_impact_order,beliefs.1.player.high_skill_ai_impact_sign,beliefs.1.player.high_skill_ai_impact,beliefs.1.player.confidence_ai_skill,beliefs.1.player.open_opinion_automation_ai,beliefs.1.group.id_in_subsession,beliefs.1.subsession.round_number,narratives.1.player.id_in_group,narratives.1.player.role,narratives.1.player.payoff,narratives.1.player.treat,narratives.1.player.attention_check,narratives.1.player.cq_answer1,narratives.1.player.cq_answer2,narratives.1.player.cq_answer3,narratives.1.player.cq_answer4,narratives.1.player.cq_answer5,narratives.1.player.button_statements,narratives.1.player.mistake_answer1,narratives.1.player.mistake_answer2,narratives.1.player.mistake_answer3,narratives.1.player.mistake_answer4,narratives.1.player.mistake_answer5,narratives.1.player.policy_intervention,narratives.1.player.policy_intervention_reason1,narratives.1.player.policy_intervention_reason2,narratives.1.player.universal_income,narratives.1.player.tax_credits_innovation,narratives.1.player.stronger_regulations_ai,narratives.1.player.education_policies_training,narratives.1.player.breaking_up_tech_monopolies,narratives.1.player.lower_taxes_on_labor,narratives.1.player.higher_taxes_on_capital,narratives.1.player.minimum_wage_policy,narratives.1.player.unemployment_benefits,narratives.1.player.sharing_inn,narratives.1.player.button_optimistic,narratives.1.player.button_pessimistic,narratives.1.player.button_neutral,narratives.1.group.id_in_subsession,narratives.1.subsession.round_number,final.1.player.id_in_group,final.1.player.role,final.1.player.payoff,final.1.player.job_loss_chance,final.1.player.postal_code,final.1.player.civil_status,final.1.player.num_children,final.1.player.num_adults,final.1.player.num_elderly,final.1.player.annual_gross_household_income,final.1.player.high_school_type,final.1.player.university_major,final.1.player.firm_use_robots_ai,final.1.player.born_in_country,final.1.player.religious_community,final.1.player.trust_in_government,final.1.player.trust_in_political_parties,final.1.player.trust_in_trade_unions,final.1.player.trust_in_tech_tycoons,final.1.player.risk_willingness,final.1.player.feelings_towards_technology,final.1.player.smartphone_os,final.1.player.hours_computer_use_for_work,final.1.player.active_on_social_media,final.1.player.facebook,final.1.player.twitter,final.1.player.instagram,final.1.player.tiktok,final.1.player.linkedin,final.1.player.other_social,final.1.player.time_spent_on_social_media,final.1.player.usage_AI,final.1.player.general_comments,final.1.player.survey_biased,final.1.player.statements_informative,final.1.player.button_link,final.1.group.id_in_subsession,final.1.subsession.round_number
3311,i16atq1c,67163dbb-e796-010a-1e72-b9cb608ac204,0,21,21,final,Completion,2024-10-21 11:40:49.554698,1,,,0.0,65,Male,Nebraska,neutral,0,1,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3311,,0.0,67163dbb-e796-010a-1e72-b9cb608ac204,65,Male,US nationality,Nebraska,High school diploma,Retired,0,Systems Engineer,Programming,Transportation,Yes,Republican,7,10,6,1,6,6,1,1,6,1,1,1,6,6,1,1,3311,,0.0,50.0,1,China,Russia,Japan,China,Food,Food,1,decrease,100.0,decrease a lot,2,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,decrease,25.0,1,0,decrease,5.0,1,decrease,10.0,1,"Getting AI up and running (wink, wink) may well provide more jobs initially but overall, once the process is in place and humans are replaced, the jobs will disappear.",1,1,3311,,0.0,neutral,1,1,0,1,0,0,0,0,0,0,0,0,Yes,slow the roll out. rushing into this will create a debacle that won't easily be corrected.,humans are fallible. thinking we can create an AI model that is fair/just is unbelievable.,0,0,1,0,0,1,0,0,0,not support,0,0,0,1,1,3311,,0.0,,68137,Married,,2,1,72000,"Typing, accounting",,Not Applicable,1,I do not belong to any religious community,0,0,0,2,8,7,iOS (iPhone),0.0,Yes,1,1,1,0,0,0,100,2,Interesting how it was presented.,"No, it did not feel biased",7,0,1,1
3312,r45rdxnn,67163dc6-500c-95a6-aa47-c6f0d6683ac9,0,9,21,beliefs,ArtificialIntelligence,2024-10-21 11:40:59.685241,1,,,0.0,59,Female,Michigan,baseline,1,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3312,,0.0,67163dc6-500c-95a6-aa47-c6f0d6683ac9,59,Female,US nationality,Michigan,High school diploma,Employed,0,Teacher ,Teaching students ,Education ,Yes,Democrat,6,6,5,4,3,5,2,2,5,4,3,3,4,4,1,1,3312,,0.0,20.0,2,US,Germany,Italy,US,Automotive,Metal and Machinery,1,increase,5.0,increase a little,2,,0,,,,1,,,0,,,,,1,1,3312,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,3312,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
3313,gnjrqduw,67163e25-e4a2-9125-6eac-60c5c21f0fcc,0,21,21,final,Completion,2024-10-21 11:42:34.580094,1,,,0.0,64,Male,New Jersey,optimistic,1,0,1,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3313,,0.0,67163e25-e4a2-9125-6eac-60c5c21f0fcc,64,Male,US nationality,New Jersey,University degree,Employed,0,Service Desk Manager,Manage service desk technicians,Banking,Yes,Democrat,7,1,3,5,3,4,3,2,1,6,6,5,1,1,1,1,3313,,0.0,100.0,4,China,Japan,US,China,Electrics/Electronics,Electrics/Electronics,1,increase,5.0,remain the same,5,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,0,decrease,4.0,4,0,decrease,4.0,0,decrease,3.0,4,Providing correct answers to quesitons and assisting with writing documents correctly,1,1,3313,,0.0,optimistic,1,1,0,1,0,0,0,0,0,1,0,0,No,Let it happen,It's the wave of the future,1,0,0,1,0,0,0,0,0,not support,0,0,0,1,1,3313,,0.0,28,08054,Widow,,1,,95000,,Business Administration,AI,1,Protestant,8,8,8,6,5,10,Android,8.0,Yes,1,0,0,1,1,0,120,4,n/a,"No, it did not feel biased",8,0,1,1
3314,e1x5r0fe,67163e36-eec6-6133-8aa1-7cbce8c589dc,0,21,21,final,Completion,2024-10-21 11:42:53.483403,1,,,0.0,57,Male,Texas,pessimistic,0,1,0,1,optimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3314,,0.0,67163e36-eec6-6133-8aa1-7cbce8c589dc,57,Male,US nationality,Texas,High school diploma,Other,0,Disabled ,Disabled ,Disabled ,Yes,Democrat,7,11,2,6,1,5,6,1,1,6,6,6,1,1,1,1,3314,,0.0,20.0,6,Japan,Germany,US,Japan,Automotive,Electrics/Electronics,0,decrease,3.0,decrease a little,4,,0,decrease,2.0,6,1,increase,2.0,1,decrease,2.0,5,AI is a great thing to have but we can't just depend upon on AI,1,1,3314,,0.0,pessimistic,1,1,0,1,0,0,2,2,1,3,0,0,Yes,Because the people who are working these jobs need them ,To much technology isn't a good thing ,1,0,0,0,1,0,0,0,0,optimistic,4,2,0,1,1,3314,,0.0,,77060,Married,0,3,,34000,HVAC ,,None,1,Other,10,8,10,7,4,7,Android,20.0,Yes,1,0,0,0,0,0,20,1,,"No, it did not feel biased",1,0,1,1
3315,6ovsk6bl,67163e3d-d6c0-efbc-4d2f-d8dcd5fd8ab7,0,4,21,initial,EmploymentDetails,2024-10-21 11:43:03.817322,1,,,0.0,68,Male,North Carolina,neutral,,,,,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3315,,0.0,67163e3d-d6c0-efbc-4d2f-d8dcd5fd8ab7,68,Male,US nationality,North Carolina,Master’s degree,Retired,0,,,,,,,,,,,,,,,,,,,,1,1,3315,,0.0,,,,,,,,,1,,,,,,0,,,,0,,,0,,,,,1,1,3315,,0.0,neutral,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,3315,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
3316,bbv5lh1k,67163e83-b0b8-47b4-f4cf-b7419d693953,0,8,21,beliefs,IndustrialRobots,2024-10-21 11:44:10.279267,1,,,0.0,57,Male,Michigan,baseline,0,0,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3316,,0.0,67163e83-b0b8-47b4-f4cf-b7419d693953,57,Male,US nationality,Michigan,No degree,Other,0,No ,The ,I’m ,Yes,Republican,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3316,,0.0,,,,,,,,,1,,,,,,1,,,,1,,,0,,,,,1,1,3316,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,3316,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
3317,k5wszzvh,67163e85-ba81-3824-8e12-168c9f82777e,0,21,21,final,Completion,2024-10-21 11:44:12.249761,1,,,0.0,66,Male,Pennsylvania,optimistic,0,1,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3317,,0.0,67163e85-ba81-3824-8e12-168c9f82777e,66,Male,US nationality,Pennsylvania,High school diploma,Retired,0,carpenter manager,run the job functions on building and renovating,construction,Yes,Democrat,7,6,5,4,3,5,3,1,6,1,1,1,4,6,1,1,3317,,0.0,3.0,7,US,Japan,Russia,US,Electrics/Electronics,Electrics/Electronics,1,decrease,100.0,decrease a little,7,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,decrease,100.0,7,0,decrease,5000.0,1,increase,500.0,7,getting work done faster but putting people on the out of work side,1,1,3317,,0.0,optimistic,1,1,0,1,0,0,0,2,0,0,0,0,Yes,hurts our people,more production using it,0,0,0,0,0,1,0,0,0,not support,0,0,0,1,1,3317,,0.0,,19135,Married,1,2,2,157600,carpentry,,Not Applicable,1,Catholic,8,5,10,7,8,10,iOS (iPhone),6.0,Yes,1,0,0,0,0,0,60,1,thanks glad to help,"No, it did not feel biased",10,0,1,1
3318,f2feram0,67163ea7-06db-4133-15df-2c572a081a56,0,14,21,narratives,PolicyOpinions,2024-10-21 11:44:45.064674,1,,,0.0,70,Male,New York,pessimistic,1,0,1,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3318,,0.0,67163ea7-06db-4133-15df-2c572a081a56,70,Male,US nationality,New York,University degree,Self-employed,0,CPA,Tax return preparation ,Accounting ,Yes,Do not know,1,6,4,4,3,4,4,4,2,4,4,5,4,3,1,1,3318,,0.0,10.0,1,China,Japan,Republic of Korea,China,Automotive,Metal and Machinery,0,decrease,10.0,decrease a lot,1,"they are very large deep learning models that can predict patterns in texts, pictures and videos",0,decrease,10.0,1,1,decrease,10.0,1,decrease,10.0,1,I have no idea.,1,1,3318,,0.0,pessimistic,1,1,0,1,0,0,4,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,3318,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
3319,u7gl3ci5,67163ea9-d680-4ec3-5356-8ed57a96d6b7,0,21,21,final,Completion,2024-10-21 11:44:48.911700,1,,,0.0,72,Male,Missouri,neutral,0,0,1,1,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3319,,0.0,67163ea9-d680-4ec3-5356-8ed57a96d6b7,72,Male,US nationality,Missouri,Master’s degree,Retired,0, Child Abuse Investigator ,Keeping children safe ,State Government ,Yes,Republican,6,11,5,5,3,5,4,4,5,4,3,3,4,4,1,1,3319,,0.0,200.0,3,China,Republic of Korea,Russia,China,Metal and Machinery,Automotive,0,increase,10.0,remain the same,3,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,increase,1.0,2,0,increase,13.0,1,decrease,2.0,2,Automation is enabling corporations to expand without losing employees.,1,1,3319,,0.0,neutral,1,1,0,1,0,0,0,3,0,0,0,0,No,Ai will improve business ,Ai will improve the economy ,0,1,0,1,0,1,0,0,1,neutral,0,0,1,1,1,3319,,0.0,,63088,Married,0,0,2,119000,,Theology,Not Applicable,1,Protestant,8,6,7,8,6,7,Android,0.0,Yes,1,0,0,0,0,0,45,2,No further comment ,"No, it did not feel biased",8,0,1,1
3320,qtv181qg,67163eb5-9586-aca7-aeb9-7e2ff1f083d0,0,21,21,final,Completion,2024-10-21 11:45:03.906181,1,,,0.0,56,Male,North Carolina,baseline,1,1,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3320,,0.0,67163eb5-9586-aca7-aeb9-7e2ff1f083d0,56,Male,US nationality,North Carolina,High school diploma,Employed,0,Operation manager ,Making sure delivery and warehouse run smooth,Transportation ,Yes,Do not know,2,9,4,4,4,3,4,1,3,2,3,6,1,2,1,1,3320,,0.0,15.0,4,Japan,US,Germany,Japan,Automotive,Plastic and Chemical Products,1,increase,2.0,decrease a little,4,"they are very large deep learning models that can predict patterns in texts, pictures and videos",0,decrease,4.0,2,0,decrease,4.0,1,increase,6.0,3,Love it,1,1,3320,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,Yes,Less injury,More productive ,0,1,1,0,0,1,0,0,0,not support,2,2,2,1,1,3320,,0.0,9,27317,Separated,0,1,0,100000,Yes,,None,1,I do not belong to any religious community,1,1,8,3,9,10,Android,40.0,Yes,1,0,1,1,1,1,60,1,None thank you ,"Yes, left-wing bias",,0,1,1
3321,qyxs6m6f,67163ebb-f890-7eae-3b71-4ca42424f366,0,1,21,initial,InformedConsent,2024-10-21 11:45:04.432707,1,,,0.0,,,,optimistic,,,,,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3321,,0.0,67163ebb-f890-7eae-3b71-4ca42424f366,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1,3321,,0.0,,,,,,,,,1,,,,,,0,,,,0,,,1,,,,,1,1,3321,,0.0,optimistic,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,3321,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
3322,1o6mj18a,67163eb8-c599-2675-e293-770d8ebb9a29,0,21,21,final,Completion,2024-10-21 11:45:06.079555,1,,,0.0,70,Male,North Carolina,pessimistic,1,0,1,1,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3322,,0.0,67163eb8-c599-2675-e293-770d8ebb9a29,70,Male,US nationality,North Carolina,University degree,Employed,0,Driver,Deliveries,Food service,Yes,Republican,5,7,5,2,5,5,2,2,1,3,2,4,4,5,1,1,3322,,0.0,3.0,4,China,Japan,,China,Plastic and Chemical Products,Metal and Machinery,1,decrease,30.0,decrease a lot,4,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,0,decrease,10.0,5,1,decrease,10.0,1,increase,10.0,4,Many jobs are simply with repetitive motion they can be replaced by the machinery many jobs are talented and they will never be replaced,1,1,3322,,0.0,pessimistic,1,1,0,1,0,0,0,1,0,0,0,0,No,"Pro, this will enable us to get jobs. Faster",Many low rent employees will be replaced,0,0,1,1,0,1,0,0,0,neutral,0,0,2,1,1,3322,,0.0,23,28278,Widow,,,,60000,,Accounting ,None,1,I do not belong to any religious community,3,3,3,2,9,6,Android,4.0,Yes,1,1,1,0,0,0,60,1,None,"No, it did not feel biased",3,1,1,1
3323,4ri1oo6q,67163f28-e4e9-dba0-58c6-17272035dc6d,0,21,21,final,Completion,2024-10-21 11:46:56.691402,1,,,0.0,56,Male,Arizona,neutral,1,0,1,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3323,,0.0,67163f28-e4e9-dba0-58c6-17272035dc6d,56,Male,US nationality,Arizona,University degree,Employed,0,Aviation Fuel Tech,"Test, sample, monitor, store, jet fuel",Aviation fuels,Yes,Republican,7,11,1,6,1,6,1,6,1,6,6,6,3,1,1,1,3323,,0.0,5.0,5,China,US,Republic of Korea,Germany,Electrics/Electronics,Automotive,1,decrease,3.0,decrease a little,5,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,decrease,20.0,7,0,increase,10.0,1,decrease,25.0,7,"Industries like dock workers are already worried, the writers and actors guilds are concerned. Jobs will be lost to lower paying jobs.",1,1,3323,,0.0,neutral,1,1,0,1,0,0,0,0,0,1,0,0,Yes,Automation helps workers with tedious tasks.,Workers will loose jobs to AI.,0,0,1,0,0,0,0,0,0,not support,0,0,2,1,1,3323,,0.0,0,85041,Single,,,,51000,,Law Enf Tech,None,1,I do not belong to any religious community,0,0,0,0,10,4,Android,3.0,Yes,0,1,0,0,0,0,60,1,None,"No, it did not feel biased",6,0,1,1
3324,9f00cec0,67163f53-9b74-57f0-3f67-3c465b26b4da,0,21,21,final,Completion,2024-10-21 11:47:39.984263,1,,,0.0,63,Male,Indiana,baseline,0,0,0,1,pessimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3324,,0.0,67163f53-9b74-57f0-3f67-3c465b26b4da,63,Male,US nationality,Indiana,No degree,Retired,0,Construction ,Not sure ,Manufacturer homes,No,Do not know,,4,3,2,4,3,2,2,4,4,5,3,4,3,1,1,3324,,0.0,641.0,3,US,China,Germany,US,Electrics/Electronics,Electrics/Electronics,1,increase,644.0,increase a lot,3,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,1,increase,25.0,2,1,decrease,57.0,0,decrease,54.0,4,Not sure ,1,1,3324,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,No,Not sure ,Not sure ,0,1,0,0,0,0,0,0,0,pessimistic,0,0,0,1,1,3324,,0.0,,46514,Separated,,,,49000,,,Both,1,Other,3,2,5,2,7,3,Android,5.0,Yes,1,0,0,0,0,0,24,2,Not sure ,"Yes, left-wing bias",,0,1,1
3325,qxrx469k,67163f5e-871d-0054-b9e7-933cec710ed9,0,4,21,initial,EmploymentDetails,2024-10-21 11:47:47.778440,1,,,0.0,65,Male,New York,optimistic,,,,,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3325,,0.0,67163f5e-871d-0054-b9e7-933cec710ed9,65,Male,US nationality,New York,University degree,Currently not employed and not looking for work,0,,,,,,,,,,,,,,,,,,,,1,1,3325,,0.0,,,,,,,,,1,,,,,,0,,,,1,,,1,,,,,1,1,3325,,0.0,optimistic,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,3325,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
3326,24hgt9ba,67163f68-d494-cfd0-833f-7658600f5ed1,0,21,21,final,Completion,2024-10-21 11:47:58.674889,1,,,0.0,57,Male,Pennsylvania,pessimistic,1,0,1,1,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3326,,0.0,67163f68-d494-cfd0-833f-7658600f5ed1,57,Male,US nationality,Pennsylvania,University degree,Employed,0,Commercial producer,Produce commercials for clients,Broadcast TV,Yes,Republican,5,9,5,2,5,5,2,4,5,3,4,4,4,5,1,1,3326,,0.0,100.0,1,US,Japan,Republic of Korea,US,Automotive,Automotive,1,decrease,100.0,decrease a lot,3,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,0,decrease,25.0,3,1,decrease,50.0,0,decrease,20.0,3,"AI is watering down the workforce, taking out the human element and standardized thought.  Average wages will fall due to the fact people no longer have to think",1,1,3326,,0.0,pessimistic,1,1,0,1,0,0,0,0,0,0,0,0,Yes,Keep an eye on it,Don't let it replace workforce,0,0,0,0,0,1,0,1,0,neutral,0,0,1,1,1,3326,,0.0,10,15909,Married,0,2,0,115,,Broadcast cable,None,1,Protestant,3,2,2,3,6,5,Android,8.0,No,0,0,0,0,0,0,,1,This surveys results will most likely be compiled by AI... we can't escape it... must learn to work with it,"No, it did not feel biased",7,1,1,1
3327,h4326gw1,67163f62-5fcf-1485-46a7-05309737217a,0,21,21,final,Completion,2024-10-21 11:48:05.849732,1,,,0.0,77,Male,North Carolina,neutral,0,0,1,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3327,,0.0,67163f62-5fcf-1485-46a7-05309737217a,77,Male,US nationality,North Carolina,Master’s degree,Retired,0,Director,Joint venture and contract negotiations ,Venture capitalist ,Yes,Republican,4,6,6,1,6,6,1,1,4,2,1,3,5,5,1,1,3327,,0.0,50.0,2,Japan,Germany,US,Japan,,Electrics/Electronics,0,decrease,100000.0,increase a little,4,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,0,decrease,20.0,4,0,decrease,30.0,0,decrease,15.0,4,Automation and artificial intelligence will increase the quality of goods and services by reducing human error but will likely diminish the ability of humans to think and do for themselves. ,1,1,3327,,0.0,neutral,1,1,0,1,0,0,0,0,0,0,0,0,Yes,The jobs of the low skilled and less intelligent workers should be protected ,AI and automation will make the lazy lazier,0,0,0,0,1,0,0,0,0,not support,0,0,0,1,1,3327,,0.0,,28731,Married,0,0,2,148000,,Law,None,1,I do not belong to any religious community,1,0,2,6,5,5,iOS (iPhone),2.0,No,0,0,0,0,0,0,,1,No comments ,"Yes, left-wing bias",4,0,1,1
3328,6quf65fm,67163f73-3d5c-d641-f6de-02d14332ce9d,0,16,21,narratives,PublicSupport,2024-10-21 11:48:09.598153,1,,,0.0,67,Male,Florida,baseline,0,0,1,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3328,,0.0,67163f73-3d5c-d641-f6de-02d14332ce9d,67,Male,US nationality,Florida,University degree,Retired,0,Pharmacist,Pharmacy,Health,Yes,Republican,6,11,6,1,6,6,1,1,6,1,1,1,6,6,1,1,3328,,0.0,47.0,4,Japan,Germany,US,Japan,Automotive,Automotive,0,decrease,25.0,decrease a little,4,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,1,decrease,10.0,4,0,decrease,10.0,1,increase,10.0,4,no opion,1,1,3328,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,No,I have none,I have none,0,0,0,1,0,0,0,0,0,,0,0,0,1,1,3328,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
3329,9ckm7zam,67163fd3-3198-d0b3-5d24-a8e91e6a1ab3,0,21,21,final,Completion,2024-10-21 11:49:45.531208,1,,,0.0,70,Male,Massachusetts,optimistic,0,1,0,1,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3329,,0.0,67163fd3-3198-d0b3-5d24-a8e91e6a1ab3,70,Male,US nationality,Massachusetts,High school diploma,Retired,0,call Cemter Rep,Male appt for sales staff,Home improvement,Yes,Republican,5,9,6,4,3,6,2,2,6,2,2,2,6,6,1,1,3329,,0.0,30.0,6,China,Japan,Republic of Korea,US,Automotive,Automotive,1,decrease,40.0,decrease a lot,5,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,1,decrease,20.0,5,1,decrease,25.0,0,increase,35.0,5,"It will help in certain situations,but the abuse of AI will be rampant",1,1,3329,,0.0,optimistic,1,1,0,1,0,0,0,1,0,0,0,0,No,The Abuse of AI,Using AI fraudulently,0,1,0,0,0,1,0,0,1,neutral,0,0,2,1,1,3329,,0.0,,01843,Single,0,1,,30000,No,,Not Applicable,1,Catholic,1,1,1,1,10,8,iOS (iPhone),5.0,Yes,1,0,0,0,0,0,60,1,No,"No, it did not feel biased",8,0,1,1
3330,x6a757h1,67164013-6176-7fc7-f119-678fd5a00062,0,21,21,final,Completion,2024-10-21 11:50:49.612701,1,,,0.0,73,Female,North Carolina,pessimistic,1,1,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,3330,,0.0,67164013-6176-7fc7-f119-678fd5a00062,73,Female,US nationality,North Carolina,High school diploma,Self-employed,0,Business Owner,Delivery of mail and other items to several businesses in my community,Shipping,Yes,Republican,7,11,6,5,3,5,1,3,4,4,3,6,6,2,1,1,3330,,0.0,5.0,1,Japan,Germany,China,Japan,Electrics/Electronics,Electrics/Electronics,0,decrease,5.0,decrease a lot,7,"they are very large deep learning models that can predict patterns in texts, pictures and videos",0,decrease,10.0,5,1,decrease,10.0,0,decrease,5.0,6,There may be an increase in certain jobs but more jobs lost with AI but an increase in average wages,1,1,3330,,0.0,pessimistic,1,1,0,1,0,0,0,0,0,0,0,0,Yes,Loss of jobs,Security threats,0,1,1,1,0,1,0,1,0,not support,0,0,0,1,1,3330,,0.0,0,28103,Married,0,0,2,75000,yes in business classes,,None,1,Protestant,3,5,5,5,7,7,Android,1.0,No,0,0,0,0,0,0,,1,No,"Yes, right-wing bias",10,0,1,1
