participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.age,participant.gender,participant.region,participant.treat,participant.employed,participant.high_school,participant.university,participant.not_student,participant.sharing_inn,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.participation_fee,session.age18to24,session.age25to34,session.age35to44,session.age45to54,session.age55to64,session.age65to99,session.male,session.female,session.nielsenIIIb,session.nielsenII,session.nielsenVII,session.nielsenIV,session.nielsenVVI,session.nielsenI,session.nielsenIIIa,follow_up.1.player.id_in_group,follow_up.1.player.role,follow_up.1.player.payoff,follow_up.1.player.id_cint,follow_up.1.player.treat,follow_up.1.player.age,follow_up.1.player.gender,follow_up.1.player.region,follow_up.1.player.quota_full,follow_up.1.player.policy_intervention,follow_up.1.player.universal_income,follow_up.1.player.tax_credits_innovation,follow_up.1.player.stronger_regulations_ai,follow_up.1.player.education_policies_training,follow_up.1.player.breaking_up_tech_monopolies,follow_up.1.player.lower_taxes_on_labor,follow_up.1.player.higher_taxes_on_capital,follow_up.1.player.minimum_wage_policy,follow_up.1.player.unemployment_benefits,follow_up.1.player.ai_what_is,follow_up.1.player.news_articles_read,follow_up.1.player.search_candidate_policies,follow_up.1.player.search_tvnews,follow_up.1.player.search_google,follow_up.1.player.search_radio,follow_up.1.player.search_blogs,follow_up.1.player.search_podcasts,follow_up.1.player.search_newspapers,follow_up.1.player.search_facebook,follow_up.1.player.search_twitter,follow_up.1.player.search_instagram,follow_up.1.player.search_tiktok,follow_up.1.player.search_other_social,follow_up.1.player.search_verbal,follow_up.1.player.search_websites,follow_up.1.player.search_speech,follow_up.1.player.policy_priority,follow_up.1.player.active,follow_up.1.player.active_community,follow_up.1.player.active_neighborhood,follow_up.1.player.active_work,follow_up.1.player.active_friends,follow_up.1.player.active_family,follow_up.1.player.active_social_media,follow_up.1.player.candidate_voted,follow_up.1.player.party_for_ai,follow_up.1.player.party_for_workers,follow_up.1.player.job_loss_chance,follow_up.1.player.answer1,follow_up.1.player.answer2,follow_up.1.player.answer3,follow_up.1.player.answer4,follow_up.1.player.answer5,follow_up.1.player.answer6,follow_up.1.player.answer7,follow_up.1.player.answer8,follow_up.1.player.selected_most_common_petition,follow_up.1.player.beliefs_optimistic,follow_up.1.player.beliefs_pessimistic,follow_up.1.player.beliefs_balanced,follow_up.1.player.button_optimistic,follow_up.1.player.button_pessimistic,follow_up.1.player.button_neutral,follow_up.1.player.happiness,follow_up.1.player.anger,follow_up.1.player.fear,follow_up.1.player.political_corr,follow_up.1.player.tvnews,follow_up.1.player.google,follow_up.1.player.radio,follow_up.1.player.blogs,follow_up.1.player.podcasts,follow_up.1.player.newspapers,follow_up.1.player.facebook,follow_up.1.player.twitter,follow_up.1.player.instagram,follow_up.1.player.tiktok,follow_up.1.player.other_social,follow_up.1.player.verbal,follow_up.1.player.daily_news_time,follow_up.1.player.main_media_outlet,follow_up.1.group.id_in_subsession,follow_up.1.subsession.round_number
489,vcruc9pv,6762dc65-cec7-dd85-ea61-fe39fc6948c8,0,14,14,follow_up,Completion,2024-12-18 14:30:05.043246,1,,,0.0,61,männlich,Sachsen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,489,,0.0,6762dc65-cec7-dd85-ea61-fe39fc6948c8,neutral,61,männlich,Sachsen,0,Ja,1,0,1,1,1,0,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Yes, I will become more active on these topics in the near future",0,1,1,1,1,0,CDU/CSU,CDU/CSU,CDU/CSU,6,0,0,0,0,0,0,0,1,balanced,15,25,60,4,4,2,6,1,2,6,1,0,1,0,0,1,0,0,0,0,0,1,40,Radio ,1,1
490,7uz351n9,6762dc6d-46d4-f7e6-f4ab-02810a99c1de,0,14,14,follow_up,Completion,2024-12-18 14:30:22.348294,1,,,0.0,60,männlich,Brandenburg,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,490,,0.0,6762dc6d-46d4-f7e6-f4ab-02810a99c1de,optimistic,60,männlich,Brandenburg,0,No,0,1,0,1,0,1,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,CDU/CSU,CDU/CSU,0,1,0,0,0,0,0,1,0,balanced,30,30,40,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,100,Radio ,1,1
491,335wfs0w,6762e0ab-d72a-d21b-5880-31b218546582,0,14,14,follow_up,Completion,2024-12-18 14:48:18.472064,1,,,0.0,57,männlich,Bayern,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,491,,0.0,6762e0ab-d72a-d21b-5880-31b218546582,pessimistic,57,männlich,Bayern,0,Ja,0,0,1,0,0,1,0,0,0,,"Nein, ich habe nichts gelesen",Yes,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6,"Yes, I have become more active on these topics",0,0,0,1,0,0,AfD,AfD,AfD,67,0,0,0,1,0,0,0,1,optimistic,80,10,10,2,0,0,7,7,7,7,0,0,1,0,0,0,0,0,0,0,0,0,30,Radio ,1,1
492,bid46xfy,6762e4a5-c0e5-7f0f-057a-6d6752230886,0,14,14,follow_up,Completion,2024-12-18 15:05:15.668821,1,,,0.0,73,weiblich,Niedersachsen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,492,,0.0,6762e4a5-c0e5-7f0f-057a-6d6752230886,neutral,73,weiblich,Niedersachsen,0,No,1,0,0,0,0,0,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Ja, zwischen 2 und 5 Artikel/Beiträge",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No, I will not become more active on these topics",0,0,0,0,0,0,AfD,Andere Partei,Andere Partei,0,0,0,0,0,0,0,0,1,balanced,20,30,50,0,0,0,4,1,1,4,0,0,1,0,0,0,0,0,0,0,1,0,60,YouTube,1,1
493,dqhj1evc,6762fc28-47ce-8ca0-f047-7bcaf6a9b80f,0,14,14,follow_up,Completion,2024-12-18 16:45:37.689686,1,,,0.0,34,weiblich,Nordrhein-Westfalen,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,493,,0.0,6762fc28-47ce-8ca0-f047-7bcaf6a9b80f,optimistic,34,weiblich,Nordrhein-Westfalen,0,No,1,0,1,0,1,0,0,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,CDU/CSU,CDU/CSU,0,0,0,0,0,0,0,0,1,optimistic,60,20,20,0,0,0,2,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,25,Smartphone,1,1
494,pbcvwwxc,6762fc2e-1fb8-d0da-3c9e-fabde5470a63,0,11,14,follow_up,BeliefsElicitation,2024-12-18 16:45:40.925899,1,,,0.0,66,weiblich,Baden-Württemberg,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,494,,0.0,6762fc2e-1fb8-d0da-3c9e-fabde5470a63,pessimistic,66,weiblich,Baden-Württemberg,0,Ja,0,0,1,0,0,0,0,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,Andere Partei,CDU/CSU,0,0,0,0,0,0,0,0,1,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
495,d0af4gep,6762ff2f-48aa-e795-0d18-4b1fb386ac30,0,14,14,follow_up,Completion,2024-12-18 16:59:13.515465,1,,,0.0,41,männlich,Rheinland-Pfalz,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,495,,0.0,6762ff2f-48aa-e795-0d18-4b1fb386ac30,neutral,41,männlich,Rheinland-Pfalz,0,Ja,0,1,1,1,0,1,0,1,1,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Ja, zwischen 2 und 5 Artikel/Beiträge",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"No, I will not become more active on these topics",0,0,0,0,0,0,Andere Partei,SPD,Andere Partei,0,0,0,0,0,0,0,0,1,,20,40,40,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,30,Internet ,1,1
496,2wmsq3s7,6763017b-dec1-a2fc-2069-34f6edebcbd1,0,14,14,follow_up,Completion,2024-12-18 17:08:18.900098,1,,,0.0,79,männlich,Nordrhein-Westfalen,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,496,,0.0,6763017b-dec1-a2fc-2069-34f6edebcbd1,optimistic,79,männlich,Nordrhein-Westfalen,0,Ja,0,1,1,1,0,0,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,FDP,FDP,0,1,0,0,0,0,0,1,0,optimistic,40,30,30,0,0,0,4,3,1,5,1,0,1,0,0,1,0,0,0,0,0,1,60,TV-Nachrichten,1,1
497,l7q7dw0r,676305c2-049d-54ba-46f6-3c3bfd24da04,0,14,14,follow_up,Completion,2024-12-18 17:26:33.403105,1,,,0.0,67,männlich,Berlin,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,497,,0.0,676305c2-049d-54ba-46f6-3c3bfd24da04,pessimistic,67,männlich,Berlin,0,No,0,0,0,1,0,1,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Ja, zwischen 2 und 5 Artikel/Beiträge",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"No, I will not become more active on these topics",0,0,0,0,0,0,AfD,CDU/CSU,CDU/CSU,0,1,0,0,0,0,1,1,0,balanced,20,50,30,0,0,0,5,4,4,4,1,1,1,0,0,0,1,0,0,0,0,0,60,Radio,1,1
498,vpe669f8,67630a43-ca88-1fe6-d976-b1cb58b4e088,0,14,14,follow_up,Completion,2024-12-18 17:45:45.933810,1,,,0.0,41,männlich,Brandenburg,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,498,,0.0,67630a43-ca88-1fe6-d976-b1cb58b4e088,neutral,41,männlich,Brandenburg,0,No,0,0,0,1,0,0,1,1,1,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Yes, I will become more active on these topics in the near future",0,1,1,1,1,0,SPD,SPD,SPD,4,0,0,0,0,0,0,0,1,pessimistic,,,,0,1,0,4,4,4,4,1,0,1,0,0,1,1,0,0,0,0,0,60,Tv,1,1
499,4ud8i657,67630be2-0950-cba6-9678-9a87e3d5f63a,0,14,14,follow_up,Completion,2024-12-18 17:52:45.274388,1,,,0.0,66,weiblich,Sachsen,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,499,,0.0,67630be2-0950-cba6-9678-9a87e3d5f63a,optimistic,66,weiblich,Sachsen,0,Ja,0,1,1,1,0,0,0,1,1,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No, I will not become more active on these topics",0,0,0,0,0,0,Bündnis Sahra Wagenknecht,CDU/CSU,SPD,1,0,0,0,0,0,0,1,0,pessimistic,10,40,50,0,0,0,3,2,5,5,1,0,0,0,0,0,0,0,0,0,0,1,1,ard,1,1
500,cq3j0opw,67630ee3-7070-d587-fdd7-0457642ad5f7,0,14,14,follow_up,Completion,2024-12-18 18:05:31.137994,1,,,0.0,48,männlich,Rheinland-Pfalz,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,500,,0.0,67630ee3-7070-d587-fdd7-0457642ad5f7,pessimistic,48,männlich,Rheinland-Pfalz,0,Ja,1,0,1,0,0,0,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No, I will not become more active on these topics",0,0,0,0,0,0,SPD,CDU/CSU,SPD,14,0,0,0,0,0,0,0,1,pessimistic,20,70,10,1,1,1,1,4,7,4,1,0,1,0,0,0,0,0,0,0,1,1,300,TV,1,1
501,g9kgv7g3,676318ec-22ed-96e6-42df-c0e4caf647c8,0,14,14,follow_up,Completion,2024-12-18 18:48:20.231586,1,,,0.0,76,weiblich,Baden-Württemberg,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,501,,0.0,676318ec-22ed-96e6-42df-c0e4caf647c8,neutral,76,weiblich,Baden-Württemberg,0,No,0,0,0,0,0,0,0,1,0,,"Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,CDU/CSU,CDU/CSU,40,0,0,0,0,0,0,0,1,balanced,,,,0,0,0,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,30,Tv,1,1
502,ykdz03kb,67631d2f-2377-54d7-c1e1-226fe51aaeeb,0,14,14,follow_up,Completion,2024-12-18 19:06:29.946622,1,,,0.0,51,männlich,Baden-Württemberg,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,502,,0.0,67631d2f-2377-54d7-c1e1-226fe51aaeeb,optimistic,51,männlich,Baden-Württemberg,0,Ja,0,1,1,0,0,0,0,0,0,,"Ja, zwischen 2 und 5 Artikel/Beiträge","Yes, but only of one candidate",0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,"Yes, I will become more active on these topics in the near future",0,0,1,0,0,0,CDU/CSU,CDU/CSU,CDU/CSU,2,0,1,0,0,0,0,0,0,pessimistic,20,70,10,1,1,1,3,3,3,3,1,0,1,0,0,1,0,0,0,0,0,0,30,Tv,1,1
503,0b7u8xde,67631e88-26fb-e9f0-25f0-9dc33f62b73d,0,14,14,follow_up,Completion,2024-12-18 19:12:13.858105,1,,,0.0,16,männlich,Nordrhein-Westfalen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,503,,0.0,67631e88-26fb-e9f0-25f0-9dc33f62b73d,pessimistic,16,männlich,Nordrhein-Westfalen,0,Ja,0,1,1,0,1,1,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"No, I will not become more active on these topics",0,0,0,0,0,0,Die Grünen,Die Grünen,CDU/CSU,2,0,0,0,0,0,0,1,0,balanced,25,55,20,0,0,1,3,1,2,6,0,0,1,0,0,0,0,0,0,0,0,0,20,Radio,1,1
504,wjpwp4vr,6763240a-2c84-1435-8743-a15362f17c17,0,14,14,follow_up,Completion,2024-12-18 19:35:47.199950,1,,,0.0,41,männlich,Hessen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,504,,0.0,6763240a-2c84-1435-8743-a15362f17c17,neutral,41,männlich,Hessen,0,Ja,0,0,0,0,0,0,1,0,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"No, I will not become more active on these topics",0,0,0,0,0,0,Die Grünen,FDP,Die Linke,13,0,1,0,0,0,0,0,0,balanced,15,25,60,0,0,0,6,2,1,7,1,0,0,0,0,1,0,0,0,0,0,1,30,Tagesschau.de,1,1
505,au24fi5d,676324a5-3acb-3e2c-1ca9-eef223dffc82,0,14,14,follow_up,Completion,2024-12-18 19:38:21.088541,1,,,0.0,65,männlich,Baden-Württemberg,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,505,,0.0,676324a5-3acb-3e2c-1ca9-eef223dffc82,optimistic,65,männlich,Baden-Württemberg,0,No,0,0,1,0,0,1,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"No, I will not become more active on these topics",0,0,0,0,0,0,AfD,AfD,AfD,5,0,0,0,0,0,0,0,1,pessimistic,10,70,20,0,0,0,1,7,7,1,1,1,1,0,0,1,0,0,0,0,1,0,30,soziale medien,1,1
506,sfg6y502,6763259d-3c29-9dff-4aa3-749e37e04ea3,0,14,14,follow_up,Completion,2024-12-18 19:42:28.876518,1,,,0.0,55,weiblich,Berlin,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,506,,0.0,6763259d-3c29-9dff-4aa3-749e37e04ea3,pessimistic,55,weiblich,Berlin,0,No,0,1,1,0,0,1,0,0,0,,"Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"No, I will not become more active on these topics",0,0,0,0,0,0,CDU/CSU,Andere Partei,CDU/CSU,20,0,0,0,0,0,0,0,1,pessimistic,10,80,10,0,1,0,1,2,5,1,1,0,1,0,0,1,0,0,0,0,0,0,60,Internet,1,1
507,3hco41bp,67632b36-e79a-3cd9-4340-75682c9613ca,0,14,14,follow_up,Completion,2024-12-18 20:06:22.930394,1,,,0.0,50,männlich,Baden-Württemberg,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,507,,0.0,67632b36-e79a-3cd9-4340-75682c9613ca,neutral,50,männlich,Baden-Württemberg,0,Ja,0,1,0,1,0,1,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Yes, I will become more active on these topics in the near future",1,0,1,0,0,0,AfD,AfD,AfD,5,1,0,1,0,0,1,1,0,balanced,20,20,60,0,0,0,5,5,2,5,1,1,1,0,0,0,1,0,0,0,0,1,45,Tv,1,1
508,x5u86098,67632c2c-53c2-a967-df63-7e63bee25c47,0,14,14,follow_up,Completion,2024-12-18 20:10:29.467895,1,,,0.0,61,weiblich,Hessen,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,508,,0.0,67632c2c-53c2-a967-df63-7e63bee25c47,optimistic,61,weiblich,Hessen,0,Ja,0,1,1,0,0,0,1,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"No, I will not become more active on these topics",0,0,0,0,0,0,AfD,CDU/CSU,AfD,51,0,1,0,0,0,0,0,0,pessimistic,10,40,50,0,0,0,1,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,50,Online Nachrichten ,1,1
509,ofsfgagf,67632c3e-f722-2390-f6be-7591b376bb93,0,14,14,follow_up,Completion,2024-12-18 20:10:48.806663,1,,,0.0,46,weiblich,Bayern,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,509,,0.0,67632c3e-f722-2390-f6be-7591b376bb93,pessimistic,46,weiblich,Bayern,0,Ja,1,0,1,1,0,0,0,1,1,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No, I will not become more active on these topics",0,0,0,0,0,0,Ich werde nicht wählen,CDU/CSU,SPD,80,0,0,0,1,0,1,0,0,,,,,1,0,0,3,7,7,2,0,0,1,0,0,0,0,1,0,0,0,0,15,X,1,1
510,ixd985es,67632cf4-b7df-6c82-853d-3367d9ef543b,0,14,14,follow_up,Completion,2024-12-18 20:13:46.585018,1,,,0.0,52,weiblich,Baden-Württemberg,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,510,,0.0,67632cf4-b7df-6c82-853d-3367d9ef543b,neutral,52,weiblich,Baden-Württemberg,0,No,0,0,0,0,0,0,0,0,0,"Sie sind sehr große Modelle, die einen aufwendigen Satz vordefinierter Regeln verwenden, um den Kontext zu verstehen und plausible Antworten zu geben.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"No, I will not become more active on these topics",0,0,0,0,0,0,Bündnis Sahra Wagenknecht,Andere Partei,Bündnis Sahra Wagenknecht,12,0,0,0,0,0,0,0,1,pessimistic,20,40,40,0,0,0,6,2,2,6,0,0,1,0,0,1,0,0,0,0,0,0,20,Handy ,1,1
511,w85obgjk,67632d4b-5f66-17b3-3ec3-cfa784958059,0,14,14,follow_up,Completion,2024-12-18 20:15:13.627827,1,,,0.0,57,männlich,Baden-Württemberg,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,511,,0.0,67632d4b-5f66-17b3-3ec3-cfa784958059,optimistic,57,männlich,Baden-Württemberg,0,Ja,1,0,0,1,0,0,0,0,1,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Yes, I will become more active on these topics in the near future",0,0,0,0,1,0,CDU/CSU,CDU/CSU,CDU/CSU,18,1,0,1,0,0,0,0,0,pessimistic,30,25,45,0,0,0,3,5,4,3,0,0,1,0,0,1,0,0,0,0,0,1,60,Internet,1,1
512,be38ghlx,676331a0-f796-a4e1-daa2-b19dd9a79a92,0,11,14,follow_up,BeliefsElicitation,2024-12-18 20:33:44.039460,1,,,0.0,58,männlich,Nordrhein-Westfalen,pessimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,512,,0.0,676331a0-f796-a4e1-daa2-b19dd9a79a92,pessimistic,58,männlich,Nordrhein-Westfalen,0,Ja,0,0,1,0,0,1,1,1,0,,"Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"No, I will not become more active on these topics",0,0,0,0,0,0,AfD,AfD,CDU/CSU,0,0,0,0,0,0,0,0,1,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
513,hrtr8qwm,6763354f-987a-775e-233e-a2c50c7e3d67,0,14,14,follow_up,Completion,2024-12-18 20:49:24.850235,1,,,0.0,70,männlich,Hessen,neutral,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,513,,0.0,6763354f-987a-775e-233e-a2c50c7e3d67,neutral,70,männlich,Hessen,0,No,0,0,0,0,0,1,0,0,0,"Sie sind sehr große Deep-Learning-Modelle, die Muster in Texten, Bildern und Videos vorhersagen können.","Nein, ich habe nichts gelesen",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No, I will not become more active on these topics",0,0,0,0,0,0,SPD,Die Grünen,Die Grünen,0,0,0,0,0,0,0,0,1,pessimistic,40,30,30,0,0,0,4,4,4,4,1,0,1,0,0,1,0,0,0,0,0,1,120,Fernsehen und Zeitung,1,1
514,fipdxxq8,676338f9-01f9-8cf2-626b-6b733f0f8a21,0,14,14,follow_up,Completion,2024-12-18 21:05:04.746901,1,,,0.0,64,männlich,Nordrhein-Westfalen,optimistic,,,,,,tlwtjoc9,,,,,0,1.0,followup_automationAI_de,0.0,15,55,81,244,239,354,570,418,126,220,89,153,121,146,133,514,,0.0,676338f9-01f9-8cf2-626b-6b733f0f8a21,optimistic,64,männlich,Nordrhein-Westfalen,0,Ja,1,1,0,0,1,0,0,1,0,"Sie sind sehr große Deep-Learning-Modelle, die eine Form der Intelligenz entwickelt haben, indem sie die Funktionsweise des menschlichen Gehirns nachbilden.","Ja, zwischen 2 und 5 Artikel/Beiträge",Yes,1,1,0,0,0,1,0,0,0,0,0,1,1,0,4,"Yes, I have become more active on these topics",0,0,1,1,1,0,SPD,SPD,FDP,78,0,0,0,0,0,0,1,0,balanced,50,25,25,0,0,0,3,4,5,4,1,0,1,0,0,1,0,0,0,0,1,1,12,TV,1,1
